artista,biografia,Oyentes,N_Reproducciones,artistas_similares
Your Demise,"Your Demise is a five-piece band from St Albans, Brighton and Salisbury in the United Kingdom. They began in 2005 and have shared stages and tours with Biohazard, Comeback Kid, Bury Your Dead, Enter Shikari, The Devil Wears Prada, Miss May I, Parkway Drive and A Day to Remember. On 22 September 2008, the band confirmed that they had signed a deal with Visible Noise. They recorded their Visible Noise debut between 16 November 2008 and 13 January 2009 at Outhouse Studios in Reading, England. <a href=""https://www.last.fm/music/Your+Demise"">Read more on Last.fm</a>",131068,6670307,"['Comeback Kid', 'Deez Nuts', 'Nasty', 'Stick to Your Guns', 'Lionheart']"
Re-Style,"Mathijs Maas aka Re-Style was born on 13th March 1986 in Middelburg, Zeeland, Holland. He quickly became a fan of the hardcore scene, but it didnt stop at just listening to the music. At a young age Mathijs started to produce his own music at home which quickly advanced to a high quality level which enabled him to send his demo's to the infamous label Masters Of Hardcore. With the help of Bass-D & Outblast for his mastering & mixing skills, he was able to release his 1st record with Bass-D & King Matthew - Land Of Hardcore at the age 16. <a href=""https://www.last.fm/music/Re-Style"">Read more on Last.fm</a>",55264,1034389,"['Miss K8', 'Korsakoff', 'Tha Playah', 'Angerfist', 'Evil Activities']"
Ichika Nito,"After his sudden appearance on the internet, guitar virtuoso Ichika is gaining attention not only from inside Japan, but also from around the world, with his honed sensitivity and crystalline guitar sound. Effortlessly flying across the fretboard with his miraculous technique, Ichika stirs up the emotions and imagination of the listener with his vibrant instrumental compositions. Apart of the band Dios. <a href=""https://www.last.fm/music/ichika+Nito"">Read more on Last.fm</a>",144456,3127064,"['Nito', 'Ichikoro', 'Ichika', 'Nyu.', 'Polyphia']"
Yoshiko," <a href=""https://www.last.fm/music/Yoshiko"">Read more on Last.fm</a>",13820,185988,"['The Dope Doctor', 'Spitnoise', 'Lady Dammage', 'Tharoza', 'Repix']"
Tři Sestry,"Tři Sestry (Three Sisters) is a Czech punk band, founded in spring 1985 during a binge drinking party in the pub ""Na Kovárně"". The group started as a punk-rock one with a lot of self-amusement (and a lot of drinking). They are still present on most of music festivals around the Czech Republic, still playing punk-rock.

Present line-up:
Lou Fanánek Hagen: vocals
Ing. Magor: bass guitar
Supice Veronika: accordion
Ronald Seitl: guitar
Zdeněk Petr: guitar <a href=""https://www.last.fm/music/+noredirect/T%C5%99i+Sestry"">Read more on Last.fm</a>",16290,1634781,"['Wanastowi Vjecy', 'Lucie', 'Daniel Landa', 'Divokej Bill', 'Horkýže Slíže']"
With the Punches,"With The Punches are a pop-punk band from Newburgh, NY. They formed in early 2008 and released two EPs: 
Keep It Going (2009) and It's Not The End Of The World (2011), available as the compilation Farewell (2013). They signed to Doghouse Records in August 2011 and released their only full length, Seams & Stitches, in July 2012. They went on hiatus in 2013 but occasionally play reunion shows. The band reunited and released an EP, Discontent in 2022. 

Members:
Jesse Vadala
Dustin Wallace
Shane Maziekien
Joe Cagnini
Vinny Guzzardi
Mike Corvasce <a href=""https://www.last.fm/music/With+the+Punches"">Read more on Last.fm</a>",48890,1172102,"['Forever Came Calling', 'Handguns', 'Fireworks', 'Carousel Kings', 'Man Overboard']"
On The Radar,"Check out On The Radar at www.myspace.com/OnTheRadarTx <a href=""https://www.last.fm/music/On+the+Radar"">Read more on Last.fm</a>",113489,2723054,"['Veigh', 'Jovem Dex', 'Yunk Vino', 'G.A.', 'Aka Rasta']"
Ceremony,"There are multiple artists with this name:

1) Ceremony is a hardcore punk band from Rohnert Park, California, formed in 2005. The band features Ross Farrar (vocals), Anthony Anzaldo (guitar), Justin Davis (bass), Andy Nelson (guitar), and Jake Casarotti (drums). In 2005, the band released the EP, Ruined on Malfunction Records. This release was followed by their critically acclaimed first full-length album, Violence Violence, which included a re-recorded version of the Ruined EP. <a href=""https://www.last.fm/music/Ceremony"">Read more on Last.fm</a>",252518,13867504,"['Trapped Under Ice', 'Angel Du$t', 'Blacklisted', 'Have Heart', 'Spy']"
Djedjotronic,"Djedjotronic is a French DJ signed to Boys Noize Records, hailing from Paris, France. He has created his own remixes, remixing the likes of Tiga, Unkle and Just A Band, amongst others. <a href=""https://www.last.fm/music/Djedjotronic"">Read more on Last.fm</a>",76054,475690,"['Jensen Interceptor', 'Maelstrom', 'L.F.T.', 'Schwefelgelb', 'Umwelt']"
Rise Against,"Rise Against is an American punk rock band from Chicago, formed in 1999. The group's current line-up comprises vocalist/rhythm guitarist Tim McIlrath, lead guitarist Zach Blair, bassist Joe Principe and drummer Brandon Barnes. Rooted in hardcore punk, Rise Against's music emphasizes melody, catchy hooks, an aggressive sound and playstyle, and rapid tempos. Lyrically, the band is known for their outspoken social commentary, covering a wide range of topics such as political injustice, animal rights, humanitarianism, and environmentalism. <a href=""https://www.last.fm/music/Rise+Against"">Read more on Last.fm</a>",2847421,211602053,"['Billy Talent', 'Sum 41', 'Anti-Flag', 'The Offspring', 'Strike Anywhere']"
Depresión Sonora,"Marcos Crespo Garcia, AKA as Markusiano, is a Spanish music solo artist and producer based in Madrid, Spain (originally from Cuenca, Castilla-La Mancha, Spain). His current project, Depresión Sonora, has post-punk, rap and pop influences that touch themes about depression, existentialism, nihilism, current issues and technology. Some of his influences include Molchat Doma, Black Marble and Human Tetris.

""Hasta que llegue la muerte"" was the first single that was shared on April <a href=""https://www.last.fm/music/Depresi%C3%B3n+Sonora"">Read more on Last.fm</a>",155832,6114406,"['Ritmo Cósmico', 'Margarita Quebrada', 'La Plata', 'Leonora Post Punk', 'Human Tetris']"
Эйфория,"1) Eiforia (ранее Эйфория) - Таллинн/Маарду
2) Euphoria - Москва
3) ex-Бенгальские подонки  - Санкт-Петербург <a href=""https://www.last.fm/music/+noredirect/%D0%AD%D0%B9%D1%84%D0%BE%D1%80%D0%B8%D1%8F"">Read more on Last.fm</a>",11447,207992,"['ssshhhiiittt!', 'несогласие', 'Убей меня, Эйс!', 'досвидошь', 'Патология']"
Mad-E-Fact," <a href=""https://www.last.fm/music/Mad-E-Fact"">Read more on Last.fm</a>",3853,16464,"['The Stunned Guys & DJ Paul', 'DJ Arjuna & Beyonder', 'The Dark Raver & DJ Vince', ""Pino d'Ambini"", 'Darrien Kelly & Scott Brown']"
Computer,"There has been more than one musical act using this name:

1) Computer was the artist name appearing on the disco single ""Come and Dance"". Supposedly French.

2) .computer.. from Hamburg/Berlin do a mixture of electro rock and weirdo pop. 

debut album ""give me a frame"" (populoud/pias/rough trade) in stores (d/a/ch) 15-feb-08!

download the first ep ""conectando"" with cover artwork at www.computerrock.de!

3) Computer is a Canadian Experimental Avant-Garde Rock band from Vancouver. <a href=""https://www.last.fm/music/Computer"">Read more on Last.fm</a>",70773,520922,"['Pennines', 'macseal', 'Marietta', 'Tabar', 'Girlfriends']"
Maxime Mata," <a href=""https://www.last.fm/music/Maxime+Mata"">Read more on Last.fm</a>",398,2312,"['Jamily Jordan', 'Anishagf', 'Sarita Lorena', 'Dylisa', 'Bokke8']"
Crass,"Crass was an English anarcho-punk band, formed in 1977 and based around Dial House, an open house community near Epping, Essex, England.

In contrast to the Sex Pistols 'anarchy', Crass' attitude was more directly influenced by libertarian socialist philosophy and anarchism's nineteenth century roots. In the process they promoted anarchism as a legitimate political ideology, way of living, and as a resistance movement, popularizing the seminal peace punk movement and touching on such overtly political issues as anti-consumerism <a href=""https://www.last.fm/music/Crass"">Read more on Last.fm</a>",239896,7754475,"['Subhumans', 'Conflict', 'Zounds', 'Rudimentary Peni', 'Flux of Pink Indians']"
Tharoza," <a href=""https://www.last.fm/music/Tharoza"">Read more on Last.fm</a>",7497,70339,"['Spitnoise', 'Noxiouz', 'Juliëx', 'Mind Compressor', 'The Dope Doctor']"
Le Tigre,"Le Tigre (/ləˈtiːɡrə/) is an electronic rock band formed in 1998 in New York City, coming out of the riot grrl movement. Members were vocalist Kathleen Hanna (formerly of punk rock band Bikini Kill), guitarist Johanna Fateman, and Sadie Benning; producer JD Samson joined in 2001. 

Le Tigre is known for its left-wing politics and feminist lyrics, as well as adding multimedia and performance art to their live shows. As of 2010, Kathleen Hanna now plays in The Julie Ruin. <a href=""https://www.last.fm/music/Le+Tigre"">Read more on Last.fm</a>",1776473,30794709,"['Bikini Kill', 'Bratmobile', 'The Julie Ruin', 'Heavens to Betsy', 'Slutever']"
Imperial,"There are multiple artists called Imperial.

1. Tidjan Kamara and Nick van Diepen, better known as Imperial are hardcore DJ's based in the Netherlands

2. Witchhouse producer based in Ireland, also goes by YUNG TOR.

3. Imperial is a French black metal and thrash metal band from Provence-Alpes-Côte d'Azur. Formed in 1992 by Qojau and Skrow, it is one of the pioneers of extreme metal in France in the 1990s. <a href=""https://www.last.fm/music/Imperial"">Read more on Last.fm</a>",25327,248863,"['Thyron', 'Revealer', 'Symphony in Peril', 'Alove For Enemies', 'The Burning Season']"
N-XD," <a href=""https://www.last.fm/music/N-XD"">Read more on Last.fm</a>",2668,25437,"['RDØ', 'Hardwaxx', 'Crusherz', 'RAWPVCK', 'NRKI']"
BEAT CRUSADERS,"BEAT CRUSADERS was a Japanese rock/punk/pop group who were first formed in late 1997 by ヒダカトオル (Hidaka Tooru), primarily as an experimental lo-fi indie pop group. The first line-up of the group was originally a result of constant experimental shows performed in various locations around Tokyo. Their use of both old and new technology, combined with influences from various bands such as Weezer and Rentals, had transformed them into a melodic guitar-driven band. <a href=""https://www.last.fm/music/BEAT+CRUSADERS"">Read more on Last.fm</a>",162416,7147846,"['ELLEGARDEN', 'STANCE PUNKS', 'Aqua Timez', 'ASIAN KUNG-FU GENERATION', 'DOPING PANDA']"
Mr. Irish Bastard,"Irishman Mr. Irish Bastard, or that f@@@ing bastard, as he is fondly known to friend and foe alike, writes drink-drenched songs that capture the spirit of the country and the raw energy of his punk roots. It's rough, it's dirty and it's straight from the heart. The boys and girl have released ""St. Mary's School of Drinking"" and ""The Bastard Brotherhood"" in February 2008. The band is now going to hit the road, drink, party, be obscene and are going to get into some probably punishable acts! Coming along?  <a href=""https://www.last.fm/music/Mr.+Irish+Bastard"">Read more on Last.fm</a>",28774,806159,"[""Fiddler's Green"", ""The O'Reillys and the Paddyhats"", 'The Real McKenzies', 'The Rumjacks', 'The Tossers']"
Princess Superstar,"Princess Superstar (born Concetta Kirschner) is an American rapper of Jewish-Italian heritage from the suburbs of Philadelphia. She calls her music - a mixture of hip hop, rock and electronica -""flip flop.""

After graduating from high school, she moved to New York City and studied acting at New York University. She also learned to play the guitar and sent a demo tape to the College Music Journal and Grand Royal, a record label headed by the Beastie Boys. <a href=""https://www.last.fm/music/Princess+Superstar"">Read more on Last.fm</a>",103046,921153,"[""Lil' Kim"", 'Brooke Candy', 'Princess Nokia', 'Foxy Brown', 'One-T']"
Alleylife," <a href=""https://www.last.fm/music/+noredirect/Alleylife"">Read more on Last.fm</a>",22332,89885,[]
Pičke Vrište,"Pičke Vrište počinju sa radom sredinom 2011. godine. Ovaj melodic-punk kvartet sastoji se od članova nekih bivših i nekih sadašnjih bendova.To su: Cogi (ex Popsicles/Harrisonhorse), Fićo (ex Mirabel/Harrisonhorse), Ivek (ex Mirabel) i Raši (Dosta,Petnaesti Čeh). Početkom 2012-e snimaju demo te se koncentriraju na gigove i stvaranje novih pjesama. <a href=""https://www.last.fm/music/+noredirect/Pi%C4%8Dke+Vri%C5%A1te"">Read more on Last.fm</a>",940,34964,"['Mašinko', 'Šank?!', 'Petar Punk', 'Debeli Precjednik', 'Gužva u 16-ercu']"
Bambiela," <a href=""https://www.last.fm/music/Bambiela"">Read more on Last.fm</a>",20,64,[]
Marc Acardipane,"Marc Trauner, better known by his numerous aliases including Marc Acardipane is a Frankfurt, Germany based DJ and producer. Trauner was co-founder of record label Planet Core Productions and has been credited with creating the first hardcore techno/gabber track in 1990, We Have Arrived, under the name of as Mescalinum United, a track later made notorious after being remixed by Aphex Twin.

List of Aliases:
6 Pack, 8 A.M., A.2017, Ace The Space, Alien Christ <a href=""https://www.last.fm/music/Marc+Acardipane"">Read more on Last.fm</a>",149548,1987832,"['Charly Lownoise & Mental Theo', 'Critical Mass', 'Juggernaut', 'Rob Gee', 'Party Animals']"
Lebanon Hanover,"Lebanon Hanover is a post-punk duo based in Berlin, Germany and Newcastle, UK, founded in 2010 by Larissa Iceglass (guitar, vocals)  and William Maybelline (bass, vocals).
Iceglass met her partner-in-music, William Maybelline, over the internet. Conversing through music recommender website LastFM, they initially sent each other ’80s YouTube videos, establishing their shared love of music. Eventually Iceglass took the trip to Maybelline’s home in Sunderland in North England and the rest, as they say, is history.  <a href=""https://www.last.fm/music/Lebanon+Hanover"">Read more on Last.fm</a>",647142,16609453,"['Selofan', 'This Cold Night', 'Forever Grey', 'Twin Tribes', 'She Past Away']"
